Name,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,PlatformGenre
Dora the Explorer: Dora Saves the Mermaids,2008,Take-Two Interactive,0.06,0.05,"",0.02,PS2::Platform
Dora the Explorer: Dora Saves the Mermaids,2008,Take-Two Interactive,0.06,0.05,"",0.02,PS2::Platform
Dora the Explorer: Game Boy Advance Video Volume 1,2004,N/A,0.18,0.07,"",0.0,GBA::Misc
Dora the Explorer: Journey to the Purple Planet,2005,Global Star,0.12,0.09,"",0.03,PS2::Adventure
Dora the Explorer: Super Spies,2004,Gotham Games,0.44,0.16,"",0.01,GBA::Platform
Dora the Explorer: Super Star Adventures,2004,Game Factory,0.17,0.06,"",0.0,GBA::Adventure
Dora the Explorer: The Search for Pirate Pig's Treasure,2002,NewKidCo,0.19,0.07,"",0.0,GBA::Adventure
Dora the Explorer: The Search for Pirate Pig's Treasure,2002,NewKidCo,0.19,0.07,"",0.0,GBA::Adventure
Dora's Big Birthday Adventure,2010,Take-Two Interactive,0.08,0.01,"",0.01,DS::Misc
Dora's Big Birthday Adventure,2010,Take-Two Interactive,0.02,0.01,"",0.0,PS2::Misc
Dora's Big Birthday Adventure,2010,Take-Two Interactive,0.1,0.01,"",0.01,Wii::Misc
DoraMoji: Nobita no Kanji Daisakusen,2015,Shogakukan,"",0.0,0.03,0.0,3DS::Misc
Dorabase 2: Nettou Ultra Stadium,2009,Namco Bandai Games,"",0.0,0.12,0.0,DS::Sports
Doraemon 3: Nobi Dai no Machi SOS!,2000,Epoch,"",0.0,0.09,0.06,N64::Platform
Doraemon 4: Nobita to Toki no Okoku,1995,Epoch,"",0.0,0.06,0.0,SNES::Platform
Doraemon Wii: Himitsu Douguou Ketteisen!,2007,Sega,"",0.0,0.01,0.0,Wii::Misc
Doraemon: Nobita no Shin Makai Daibouken DS,2007,Sega,"",0.0,0.07,0.0,DS::Role-Playing
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2014,FuRyu,"",0.0,0.04,0.0,3DS::Action
Doraemon: Shin Nobita no Nihon Tanjou,2016,FuRyu,"",0.0,0.04,0.0,3DS::Misc
Doraemon: Shin Nobita no Nihon Tanjou,2016,FuRyu,"",0.0,0.04,0.0,3DS::Misc
Doraemon: Shin Nobita no Nihon Tanjou,2016,FuRyu,"",0.0,0.04,0.0,3DS::Misc
Doshin the Giant,2002,Nintendo,"",0.0,0.14,0.0,GC::Simulation
Double Dragon,1989,Activision,0.45,0.02,"",0.01,2600::Action
Double Dragon Advance,2003,Atlus,0.03,0.01,"",0.0,GBA::Action
Double Pack: Finding Nemo / The Incredibles,2006,THQ,0.31,0.09,"",0.01,XB::Action
Double Sequence: The Q-Virus Invasion,2008,Zoo Digital Publishing,0.01,0.0,"",0.0,DS::Puzzle
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007,Zoo Digital Publishing,0.03,0.0,"",0.0,DS::Racing
Doukoku Shoshite...,1998,Data East,"",0.0,0.11,0.0,SAT::Adventure
Doukyuusei,1995,NEC,"",0.0,0.14,0.0,TG16::Adventure
Doukyuusei if,1996,NEC,"",0.0,0.26,0.0,SAT::Role-Playing
Downstream Panic!,2008,Atari,0.03,0.0,"",0.0,PSP::Action
Downtown Nekketsu Jidaigek,2015,Arc System Works,"",0.0,0.02,0.0,3DS::Action
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,2015,Arc System Works,"",0.0,0.02,0.0,PS3::Action
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,2015,Alchemist,"",0.0,0.05,0.0,3DS::Action
Dr. Mario,1989,Nintendo,2.18,0.96,2.0,0.2,GB::Puzzle
Dr. Mario,1990,Nintendo,2.62,0.6,1.52,0.1,NES::Puzzle
Dr. Mario,1990,Nintendo,2.62,0.6,1.52,0.1,NES::Puzzle
Dr. Mario,1990,Nintendo,2.62,0.6,1.52,0.1,NES::Puzzle
Dr. Mario / Puzzle League,2005,Nintendo,0.12,0.04,0.16,0.01,GBA::Puzzle
Dr. Mario 64,2001,Nintendo,0.34,0.07,"",0.0,N64::Puzzle
Dr. Muto,2002,Midway Games,0.02,0.01,"",0.0,GC::Platform
Dr. Muto,2002,Midway Games,0.08,0.06,"",0.02,PS2::Platform
Dr. Muto,2002,Midway Games,0.08,0.06,"",0.02,PS2::Platform
Dr. Muto,2002,Midway Games,0.08,0.06,"",0.02,PS2::Platform
Dr. Muto,2002,Midway Games,0.04,0.01,"",0.0,XB::Platform
Dr. Seuss' The Cat in the Hat,2003,Vivendi Games,0.27,0.21,"",0.07,PS2::Misc
Dr. Slump & Arale-Chan,2008,Namco Bandai Games,"",0.0,0.01,0.0,DS::Adventure
Draglade (JP sales),2007,505 Games,"",0.0,0.04,0.0,DS::Fighting
Dragon Age II,2011,Electronic Arts,0.4,0.27,0.05,0.12,PS3::Action
Dragon Age II,2011,Electronic Arts,0.4,0.27,0.05,0.12,PS3::Action
Dragon Age II,2011,Electronic Arts,0.4,0.27,0.05,0.12,PS3::Action
Dragon Age II,2011,Electronic Arts,0.72,0.3,0.01,0.09,X360::Action
Dragon Age Origins: Awakening,2010,Spike,0.24,0.0,"",0.02,PS3::Role-Playing
Dragon Age: Inquisition,2014,Electronic Arts,0.32,0.34,"",0.07,PC::Role-Playing
Dragon Age: Inquisition,2014,Electronic Arts,0.26,0.23,0.05,0.1,PS3::Role-Playing
Dragon Age: Inquisition,2014,Electronic Arts,0.35,0.16,"",0.05,X360::Role-Playing
Dragon Age: Inquisition,2014,Electronic Arts,0.35,0.16,"",0.05,X360::Role-Playing
Dragon Age: Inquisition,2014,Electronic Arts,0.35,0.16,"",0.05,X360::Role-Playing
Dragon Age: Inquisition,2014,Electronic Arts,0.55,0.28,"",0.07,XOne::Role-Playing
Dragon Age: Origins,2009,Electronic Arts,0.96,0.44,0.08,0.22,PS3::Role-Playing
Dragon Ball GT: Final Bout,1997,Namco Bandai Games,0.02,0.02,0.22,0.02,PS::Fighting
Dragon Ball GT: Game Boy Advance Video Volume 1,2004,N/A,0.12,0.05,"",0.0,GBA::Misc
Dragon Ball GT: Game Boy Advance Video Volume 1,2004,N/A,0.12,0.05,"",0.0,GBA::Misc
Dragon Ball GT: Game Boy Advance Video Volume 1,2004,N/A,0.12,0.05,"",0.0,GBA::Misc
Dragon Ball GT: Transformation,2005,Atari,0.2,0.08,"",0.01,GBA::Action
Dragon Ball Heroes: Ultimate Mission,2013,Namco Bandai Games,"",0.0,0.29,0.0,3DS::Misc
Dragon Ball Z,1993,Namco Bandai Games,"",0.0,1.45,0.0,SNES::Fighting
Dragon Ball Z Hyper Dimension,1995,Namco Bandai Games,"",0.0,0.21,0.0,SNES::Fighting
Dragon Ball Z for Kinect,2012,Namco Bandai Games,0.01,0.0,"",0.0,X360::Fighting
Dragon Ball Z: Attack of the Saiyans,2009,Namco Bandai Games,0.13,0.02,0.21,0.01,DS::Role-Playing
Dragon Ball Z: Battle of Z,2014,Namco Bandai Games,0.1,0.11,0.06,0.05,PS3::Fighting
Dragon Ball Z: Battle of Z,2014,Namco Bandai Games,0.1,0.11,0.06,0.05,PS3::Fighting
Dragon Ball Z: Budokai,2002,Atari,2.17,0.28,0.55,0.08,PS2::Fighting
Dragon Ball Z: Budokai 2,2004,Atari,0.21,0.06,"",0.01,GC::Fighting
Dragon Ball Z: Budokai 2,2004,Atari,0.21,0.06,"",0.01,GC::Fighting
Dragon Ball Z: Budokai 2,2003,Atari,1.63,0.22,0.51,0.06,PS2::Fighting
Dragon Ball Z: Budokai 3,2004,Atari,1.09,0.15,0.65,0.04,PS2::Fighting
Dragon Ball Z: Budokai Tenkaichi,2005,Atari,0.96,0.12,0.54,0.04,PS2::Fighting
Dragon Ball Z: Budokai Tenkaichi 3,2007,Atari,1.15,0.0,0.76,1.09,PS2::Fighting
Dragon Ball Z: Budokai Tenkaichi 3,2007,Atari,0.33,0.37,0.26,0.09,Wii::Fighting
Dragon Ball Z: Burst Limit,2008,Atari,0.22,0.34,0.18,0.12,PS3::Fighting
Dragon Ball Z: Burst Limit,2008,Atari,0.24,0.18,0.03,0.05,X360::Fighting
Dragon Ball Z: Buu's Fury,2004,Atari,0.44,0.16,"",0.01,GBA::Action
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,2006,Atari,0.01,0.01,"",0.0,GBA::Action
Dragon Ball Z: Chou Saiya Densetsu,1992,Namco Bandai Games,"",0.0,0.58,0.0,SNES::Role-Playing
Dragon Ball Z: Collectible Card Game,2002,Infogrames,0.33,0.12,"",0.01,GBA::Misc
Dragon Ball Z: Harukanaru Densetsu (JP sales),2007,Namco Bandai Games,"",0.0,0.15,0.0,DS::Role-Playing
Dragon Ball Z: Idainaru Dragon Ball Densetsu,1995,Namco Bandai Games,"",0.0,0.15,0.0,SAT::Fighting
Dragon Ball Z: Infinite World,2008,Namco Bandai Games,0.08,0.06,0.21,0.02,PS2::Fighting
Dragon Ball Z: Infinite World,2008,Namco Bandai Games,0.08,0.06,0.21,0.02,PS2::Fighting
Dragon Ball Z: Infinite World,2008,Namco Bandai Games,0.08,0.06,0.21,0.02,PS2::Fighting
Dragon Ball Z: La Legende Saien,1993,Namco Bandai Games,"",0.0,1.2,0.0,SNES::Fighting
Dragon Ball Z: Sagas,2005,Atari,0.38,0.01,"",0.06,PS2::Fighting
Dragon Ball Z: Shin Butouden,1995,Namco Bandai Games,"",0.0,0.09,0.0,SAT::Fighting
Dragon Ball Z: Shin Butouden,1995,Namco Bandai Games,"",0.0,0.09,0.0,SAT::Fighting
Dragon Ball Z: Shin Butouden,1995,Namco Bandai Games,"",0.0,0.09,0.0,SAT::Fighting
Dragon Ball Z: Supersonic Warriors,2004,Atari,0.36,0.13,"",0.01,GBA::Fighting
Dragon Ball Z: Supersonic Warriors 2,2005,Atari,0.14,0.02,0.32,0.02,DS::Fighting
Dragon Ball Z: Taiketsu,2003,Atari,0.77,0.29,"",0.02,GBA::Fighting
Dragon Ball Z: The Legacy of Goku,2002,Infogrames,1.52,0.12,"",0.05,GBA::Role-Playing
Dragon Ball Z: The Legacy of Goku II,2003,Atari,0.78,0.29,"",0.02,GBA::Role-Playing
Dragon Ball Z: Ultimate Tenkaichi,2011,Namco Bandai Games,0.27,0.18,0.09,0.08,PS3::Fighting
Dragon Ball Z: Ultimate Tenkaichi,2011,Namco Bandai Games,0.39,0.1,0.01,0.04,X360::Fighting
Dragon Ball Z: Ultime Menace,1993,Namco Bandai Games,"",0.0,0.73,0.0,SNES::Fighting
Dragon Ball: Daimaou Fukkatsu,1988,Namco Bandai Games,"",0.0,1.25,0.0,NES::Role-Playing
Dragon Ball: Evolution,2009,Namco Bandai Games,0.09,0.0,"",0.01,PSP::Fighting
Dragon Ball: Origins,2008,Atari,0.09,0.03,"",0.01,DS::Action
Dragon Ball: Origins (JP & incomplete US sales),2008,Atari,0.04,0.0,0.17,0.0,DS::Adventure
Dragon Ball: Origins 2,2010,Namco Bandai Games,0.05,0.02,0.08,0.01,DS::Action
Dragon Ball: Raging Blast 2,2010,Namco Bandai Games,0.49,0.09,0.01,0.05,X360::Fighting
Dragon Ball: Revenge of King Piccolo,2009,Namco Bandai Games,0.13,0.03,0.03,0.02,Wii::Action
Dragon Ball: XenoVerse,2015,Namco Bandai Games,0.15,0.2,0.14,0.07,PS3::Fighting
Dragon Ball: XenoVerse,2015,Namco Bandai Games,0.3,0.48,0.12,0.15,PS4::Fighting
Dragon Ball: XenoVerse,2015,Namco Bandai Games,0.3,0.48,0.12,0.15,PS4::Fighting
Dragon Ball: XenoVerse,2015,Namco Bandai Games,0.16,0.08,"",0.02,X360::Fighting
Dragon Blade: Wrath of Fire,2007,D3Publisher,0.17,0.0,"",0.01,Wii::Action
Dragon Booster,2005,Konami Digital Entertainment,0.02,0.0,"",0.0,DS::Shooter
Dragon Force,1996,Sega,"",0.0,0.3,0.0,SAT::Strategy
Dragon Quest & Final Fantasy in Itadaki Street Portable,2006,Square Enix,"",0.0,0.11,0.0,PSP::Misc
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,2002,Enix Corporation,"",0.0,0.54,0.0,PS2::Role-Playing
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016,Square Enix,"",0.0,0.13,0.0,PS3::Action
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016,Square Enix,"",0.0,0.28,0.0,PS4::Action
Dragon Quest Heroes: Rocket Slime,2005,Square Enix,0.13,0.0,0.31,0.01,DS::Action
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,2015,Square Enix,"",0.0,0.49,0.0,PS3::Action
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,2015,Square Enix,0.16,0.13,0.37,0.06,PS4::Action
Dragon Quest I & II,1993,Enix Corporation,"",0.0,1.15,0.0,SNES::Role-Playing
Dragon Quest IV: Chapters of the Chosen,2007,Square Enix,0.32,0.02,1.27,0.03,DS::Role-Playing
Dragon Quest IX: Sentinels of the Starry Skies,2009,Nintendo,0.66,0.69,4.35,0.15,DS::Role-Playing
Dragon Quest Monsters 1·2,2002,Enix Corporation,"",0.0,0.3,0.02,PS::Role-Playing
Dragon Quest Monsters 2,2014,Square Enix,"",0.0,0.79,0.0,3DS::Role-Playing
Dragon Quest Monsters: Battle Road Victory,2010,Square Enix,"",0.0,0.32,0.0,Wii::Strategy
Dragon Quest Monsters: Caravan Heart,2003,Enix Corporation,"",0.0,0.64,0.02,GBA::Role-Playing
Dragon Quest Monsters: Joker,2006,Square Enix,0.23,0.03,1.49,0.03,DS::Role-Playing
Dragon Quest Monsters: Joker 2,2010,Square Enix,0.11,0.08,1.24,0.02,DS::Role-Playing
Dragon Quest Monsters: Joker 2 Professional,2011,Square Enix,"",0.0,0.62,0.0,DS::Role-Playing
Dragon Quest Monsters: Terry's Wonderland 3D,2012,Square Enix,"",0.0,0.96,0.0,3DS::Role-Playing
Dragon Quest V: Hand of the Heavenly Bride,2008,Square Enix,0.19,0.02,1.36,0.02,DS::Role-Playing
Dragon Quest V: Tenkuu no Hanayome,2004,Enix Corporation,"",0.0,1.65,0.0,PS2::Role-Playing
Dragon Quest V: Tenkuu no Hanayome,1992,Enix Corporation,"",0.0,2.78,0.01,SNES::Role-Playing
Dragon Quest VI: Maboroshi no Daichi,1995,Enix Corporation,"",0.0,3.19,0.0,SNES::Role-Playing
Dragon Quest VII: Warriors of Eden,2013,Square Enix,0.07,0.04,1.3,0.01,3DS::Role-Playing
Dragon Quest VII: Warriors of Eden,2000,Enix Corporation,0.2,0.14,4.1,0.02,PS::Role-Playing
Dragon Quest VIII: Journey of the Cursed King,2015,Square Enix,"",0.0,0.86,0.0,3DS::Role-Playing
Dragon Quest VIII: Journey of the Cursed King,2004,Square Enix,0.65,0.75,3.61,0.2,PS2::Role-Playing
Dragon Quest X,2014,Square Enix,"",0.0,0.17,0.0,3DS::Role-Playing
Dragon Quest X,2013,Square Enix,"",0.0,0.4,0.0,WiiU::Role-Playing
Dragon Quest X: All in One Package,2015,Square Enix,"",0.0,0.01,0.0,WiiU::Role-Playing
Dragon Shadow Spell,2007,Flight-Plan,"",0.0,0.08,0.0,PS2::Role-Playing
Dragon Slayer: The Legend of Heroes,1992,Epoch,"",0.0,0.07,0.0,SNES::Role-Playing
Dragon Tales: Dragon Adventures,2003,NewKidCo,0.01,0.0,"",0.0,GBA::Platform
Dragon Tales: Dragon Seek,2000,Ubisoft,0.05,0.03,"",0.01,PS::Platform
Dragon Tamer: Sound Spirit,2007,Namco Bandai Games,"",0.0,0.03,0.0,DS::Role-Playing
Dragon Warrior,1986,Capcom,0.49,0.0,0.52,1.51,NES::Role-Playing
Dragon Warrior I&II,1999,Enix Corporation,"",0.0,0.77,0.0,GB::Role-Playing
Dragon Warrior III,2000,Enix Corporation,"",0.0,0.81,0.0,GB::Role-Playing
Dragon Warrior III,1988,Enix Corporation,0.1,0.0,3.77,0.0,NES::Role-Playing
Dragon Warrior IV,1990,Enix Corporation,0.08,0.0,3.03,0.01,NES::Role-Playing
Dragon Zakura DS,2007,Electronic Arts,"",0.0,0.01,0.0,DS::Misc
Dragon's Crown,2013,Nippon Ichi Software,0.16,0.05,0.12,0.05,PSV::Role-Playing
Dragon's Dogma,2012,Capcom,0.41,0.46,0.72,0.19,PS3::Role-Playing
Dragon's Dogma,2012,Capcom,0.42,0.24,0.07,0.06,X360::Role-Playing
Dragon's Dogma Online,2015,Capcom,"",0.0,0.03,0.0,PS3::Role-Playing
Dragon's Dogma Online,2015,Capcom,"",0.0,0.08,0.0,PS4::Role-Playing
Dragon's Dogma Online,2015,Capcom,"",0.0,0.08,0.0,PS4::Role-Playing
Dragon's Dogma Online,2015,Capcom,"",0.0,0.08,0.0,PS4::Role-Playing
Dragon's Dogma Online: Season 2,2016,Capcom,"",0.0,0.01,0.0,PS4::Action
Dragon's Lair 3D: Return to the Lair,2002,Ubisoft,0.04,0.01,"",0.0,XB::Platform
Dragon's Lair Trilogy,2010,Destineer,0.15,0.0,"",0.01,Wii::Adventure
DragonHeart: Fire & Steel,1996,Acclaim Entertainment,0.02,0.01,"",0.0,PS::Action
Dragonseeds,1998,Jaleco,0.03,0.02,0.04,0.01,PS::Action
Dragster,N/A,Activision,0.3,0.02,"",0.0,2600::Racing
Drakan: The Ancients' Gates,2002,Sony Computer Entertainment,0.13,0.1,"",0.03,PS2::Adventure
Drakengard,2003,Square Enix,0.19,0.15,0.26,0.05,PS2::Role-Playing
Drakengard 2,2005,Ubisoft,0.06,0.05,"",0.02,PS2::Role-Playing
Drakengard 2,2005,Ubisoft,0.06,0.05,"",0.02,PS2::Role-Playing
Drakengard 3,2013,Square Enix,0.1,0.0,0.19,0.02,PS3::Role-Playing
Drakensang: The Dark Eye,2009,Eidos Interactive,0.01,0.0,"",0.0,PC::Role-Playing
Drama Queens,2009,Majesco Entertainment,0.07,0.0,"",0.01,DS::Misc
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,2008,Sega,"",0.0,0.05,0.0,DS::Role-Playing
Drawn to Life Collection,2010,THQ,0.14,0.0,"",0.01,DS::Misc
Drawn to Life: The Next Chapter,2009,THQ,0.45,0.14,"",0.06,DS::Puzzle
Drawn to Life: The Next Chapter,2009,THQ,0.29,0.39,"",0.08,Wii::Puzzle
Dream C Club,2012,D3Publisher,"",0.0,0.02,0.0,PS3::Simulation
Dream C Club,2009,D3Publisher,"",0.0,0.07,0.0,X360::Simulation
Dream C Club,2009,D3Publisher,"",0.0,0.07,0.0,X360::Simulation
Dream C Club Zero,2011,D3Publisher,"",0.0,0.03,0.0,X360::Simulation
Dream C Club Zero,2011,D3Publisher,"",0.0,0.03,0.0,X360::Simulation
Dream Chronicles,2010,Zoo Games,0.02,0.0,"",0.0,DS::Adventure
Dream Club Zero Portable,2011,D3Publisher,"",0.0,0.03,0.0,PSV::Simulation
Dream Dance & Cheer,2009,Zoo Games,0.06,0.0,"",0.0,Wii::Misc
Dream Girl Premier,2015,Alchemist,"",0.0,0.03,0.0,3DS::Misc
Dream Pinball 3D,2008,SouthPeak Games,0.1,0.03,"",0.01,Wii::Misc
Dream Salon,2009,Zoo Digital Publishing,0.18,0.0,"",0.01,DS::Misc
Dream Salon,2009,Zoo Games,0.05,0.0,"",0.0,Wii::Misc
Dream Trigger 3D,N/A,D3Publisher,0.04,0.02,"",0.01,3DS::Shooter
DreamWorks Super Star Kartz,2011,Activision,0.09,0.03,"",0.01,DS::Racing
DreamWorks Super Star Kartz,2011,Activision,0.06,0.03,"",0.02,PS3::Racing
DreamWorks Super Star Kartz,2011,Activision,0.06,0.03,"",0.02,PS3::Racing
DreamWorks Super Star Kartz,2011,Activision,0.06,0.03,"",0.02,PS3::Racing
DreamWorks Super Star Kartz,2011,Activision,0.1,0.04,"",0.01,Wii::Racing
DreamWorks Super Star Kartz,2011,Activision,0.05,0.01,"",0.0,X360::Racing
Dreamcast Collection,2011,Sega,0.16,0.07,"",0.02,X360::Misc
Dreamer Series: Babysitter,2009,Deep Silver,0.05,0.0,"",0.0,DS::Simulation
Dreamer Series: Pop Star,2009,Tivola,0.04,0.02,"",0.01,DS::Misc
Dreamer Series: Pop Star,2009,Tivola,0.04,0.02,"",0.01,DS::Misc
Dreamer Series: Puppy Trainer,2008,DreamCatcher Interactive,0.05,0.0,"",0.0,DS::Simulation
Dreamer Series: Shop Owner,2009,Deep Silver,0.07,0.0,"",0.01,DS::Simulation
Dreamer Series: Teacher,2009,Deep Silver,0.08,0.0,"",0.01,DS::Simulation
Dreamer Series: Teacher,2009,Deep Silver,0.08,0.0,"",0.01,DS::Simulation
Dreamer Series: Top Model,2009,DreamCatcher Interactive,0.1,0.0,"",0.01,DS::Simulation
Dreamfall: The Longest Journey,2006,Empire Interactive,0.03,0.01,"",0.0,XB::Adventure
Dreamworks 2-in-1 Party Pack,2010,Activision,0.14,0.0,"",0.01,DS::Misc
Dreamworks Madagascar Kartz,2009,Activision,0.25,0.08,"",0.03,DS::Racing
Dreamworks Madagascar Kartz,2009,Activision,0.19,0.07,"",0.04,PS3::Racing
Dreamworks Madagascar Kartz,2009,Activision,0.29,0.16,"",0.05,Wii::Racing
Drill Dozer,N/A,Unknown,0.04,0.01,"",0.0,GBA::Platform
Driv3r,2004,Atari,0.6,0.47,"",0.16,PS2::Racing
Driv3r,2004,Atari,0.6,0.47,"",0.16,PS2::Racing
Driv3r,2004,Atari,0.36,0.38,"",0.03,XB::Racing
Driven,2001,BAM! Entertainment,0.02,0.01,"",0.0,GBA::Racing
Driven,2002,BAM! Entertainment,0.06,0.02,"",0.0,GC::Racing
Driven,2002,BAM! Entertainment,0.06,0.02,"",0.0,GC::Racing
Driven,2001,BAM! Entertainment,0.08,0.06,"",0.02,PS2::Racing
Driver '76,2007,Ubisoft,0.03,0.14,"",0.08,PSP::Racing
Driver 2 Advance,2002,Atari,0.25,0.09,"",0.01,GBA::Action
Driver: Parallel Lines,2007,Ubisoft,0.01,0.01,"",0.0,Wii::Racing
Driver: Renegade,2011,Ubisoft,0.05,0.04,"",0.01,3DS::Racing
Driver: San Francisco,2011,Ubisoft,0.05,0.1,"",0.03,PC::Racing
Driver: San Francisco,2011,Ubisoft,0.24,0.54,0.01,0.18,PS3::Racing
Driver: San Francisco,2011,Ubisoft,0.06,0.09,"",0.02,Wii::Racing
Driver: San Francisco,2011,Ubisoft,0.25,0.39,"",0.08,X360::Racing
Drivers Ed Portable,2008,JoWood Productions,0.05,0.0,"",0.0,DS::Misc
Driving Emotion Type-S,2000,Electronic Arts,0.04,0.03,0.11,0.01,PS2::Racing
Drome Racers,2003,THQ,0.02,0.01,"",0.0,GBA::Racing
Drome Racers,2003,THQ,0.02,0.01,"",0.0,GBA::Racing
Drome Racers,2003,Electronic Arts,0.02,0.01,"",0.0,GC::Racing
Drone Tactics,2007,Success,0.01,0.0,"",0.0,DS::Strategy
Dropship: United Peace Force,2002,Sony Computer Entertainment,0.05,0.04,"",0.01,PS2::Simulation
DrumMania,2000,Konami Digital Entertainment,"",0.0,0.15,0.0,PS2::Simulation
DrumMania 7th Mix,2001,Konami Digital Entertainment,"",0.0,0.03,0.0,PS2::Simulation
Dual Hearts,2002,Sony Computer Entertainment,0.03,0.02,"",0.01,PS2::Role-Playing
DualPenSports,2011,Namco Bandai Games,0.05,0.05,"",0.01,3DS::Sports
DuckTales: Remastered,2013,Capcom,"",0.01,"",0.0,PC::Action
DuckTales: Remastered,2013,Capcom,0.01,0.04,"",0.01,PS3::Action
DuckTales: Remastered,2013,Capcom,0.05,0.0,"",0.0,WiiU::Action
DuckTales: Remastered,2013,Capcom,0.03,0.0,"",0.0,X360::Action
Duel Masters,2004,Atari,0.13,0.1,"",0.03,PS2::Strategy
Duel Masters: Sempai Legends,2003,Atari,0.21,0.08,"",0.01,GBA::Misc
Duel Masters: Shadow of the Code,2004,Atari,0.01,0.0,"",0.0,GBA::Misc
Duel Masters: Shadow of the Code,2004,Atari,0.01,0.0,"",0.0,GBA::Misc
Duel Masters: Shadow of the Code,2004,Atari,0.01,0.0,"",0.0,GBA::Misc
Duke Nukem Forever,2011,Take-Two Interactive,0.18,0.17,"",0.06,PC::Shooter
Duke Nukem Forever,2011,Take-Two Interactive,0.33,0.31,"",0.12,PS3::Shooter
Duke Nukem Forever,2011,Take-Two Interactive,0.52,0.25,"",0.07,X360::Shooter
Duke Nukem Trilogy: Critical Mass,2011,Deep Silver,0.04,0.0,"",0.0,DS::Shooter
Duke Nukem: Land of the Babes,2000,Atari,0.04,0.03,"",0.0,PS::Shooter
Duke Nukem: Land of the Babes,2000,Atari,0.04,0.03,"",0.0,PS::Shooter
Duke Nukem: Time to Kill,1998,Take-Two Interactive,0.77,0.54,"",0.07,PS::Shooter
Duke Nukem: Total Meltdown,1997,GT Interactive,0.34,0.23,"",0.04,PS::Shooter
Dunamis 15,2011,5pb,"",0.0,0.02,0.0,PS3::Adventure
Dune 2000,1999,Electronic Arts,0.14,0.09,"",0.02,PS::Strategy
Dungeon Defenders,2011,Unknown,0.02,0.0,"",0.0,PC::Role-Playing
Dungeon Explorer: Warriors of Ancient Arts,2007,Rising Star Games,0.01,0.0,"",0.0,PSP::Role-Playing
Dungeon Hunter Alliance,2012,Ubisoft,0.09,0.1,"",0.04,PSV::Action
Dungeon Keeper 2,1999,Electronic Arts,"",0.05,"",0.01,PC::Action
Dungeon Maker II: The Hidden War,2007,Global A Entertainment,0.06,0.0,"",0.01,PSP::Role-Playing
Dungeon Maker: Hunting Ground,2006,Global A Entertainment,0.03,0.0,"",0.0,PSP::Role-Playing
Dungeon Maker: Hunting Ground,2006,Global A Entertainment,0.03,0.0,"",0.0,PSP::Role-Playing
Dungeon Maker: Hunting Ground,2006,Global A Entertainment,0.03,0.0,"",0.0,PSP::Role-Playing
Dungeon Siege II,2005,Microsoft Game Studios,"",0.02,"",0.0,PC::Role-Playing
Dungeon Siege III,2011,Square Enix,0.17,0.14,0.03,0.06,PS3::Role-Playing
Dungeon Siege III,2011,Square Enix,0.21,0.12,0.01,0.03,X360::Role-Playing
Dungeon Travelers 2: The Royal Library & The Monster Seal,2013,Aqua Plus,"",0.0,0.08,0.0,PSP::Role-Playing
Dungeons,2011,Kalypso Media,0.07,0.02,"",0.01,PC::Strategy
Dungeons & Dragons Tactics,2007,Atari,0.09,0.0,"",0.01,PSP::Strategy
Dungeons & Dragons Tactics,2007,Atari,0.09,0.0,"",0.01,PSP::Strategy
Dungeons & Dragons: Eye of the Beholder,2002,Atari,0.19,0.07,"",0.0,GBA::Role-Playing
Dungeons & Dragons: Neverwinter Nights - Complete,2011,Atari,0.01,0.0,"",0.0,PC::Misc
Dungeons & Dragons: Shadow over Mystara,2013,Capcom,"",0.0,0.02,0.0,PS3::Role-Playing
Dungeons - The Dark Lord,2011,Kalypso Media,"",0.01,"",0.0,PC::Strategy
Durarara!! 3-way Standoff,2010,ASCII Media Works,"",0.0,0.05,0.0,PSP::Adventure
Durarara!! Relay,2015,Kadokawa Games,"",0.0,0.01,0.0,PSV::Action
Dying Light,2015,Warner Bros. Interactive Entertainment,0.11,0.06,"",0.02,PC::Action
Dying Light,2015,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,PS4::Action
Dynasty Tactics,2002,Tecmo Koei,0.06,0.05,0.16,0.02,PS2::Strategy
Dynasty Tactics 2,2003,Tecmo Koei,0.05,0.04,"",0.01,PS2::Strategy
Dynasty Warriors,1997,Tecmo Koei,0.09,0.06,0.11,0.02,PS::Action
Dynasty Warriors 2,2000,THQ,0.24,0.19,0.34,0.06,PS2::Action
Dynasty Warriors 3,2001,THQ,0.53,0.16,1.07,0.1,PS2::Action
