Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
EverBlue 2,PS2,2002,Adventure,Capcom,0.02,0.01,0.0,0.0
Evil Dead: Fistfull of Boomstick,XB,2003,Action,THQ,0.07,0.02,0.0,0.0
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0.0,0.03
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15
Evolve,XOne,2015,Shooter,Take-Two Interactive,0.36,0.2,0.0,0.06
Excite Truck,Wii,2006,Racing,Nintendo,0.4,0.03,0.08,0.04
Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07
Exhibition,XB,2001,Misc,Microsoft Game Studios,0.19,0.05,0.0,0.01
Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,0.04,0.01,0.0,0.0
Exit,PSP,2005,Puzzle,Ubisoft,0.07,0.0,0.0,0.01
Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01
Exstetra,3DS,2013,Role-Playing,FuRyu,0.0,0.0,0.01,0.0
Extra Bases,GB,1990,Sports,Namco Bandai Games,0.0,0.0,0.33,0.0
Extreme-G: XG2,N64,1998,Racing,Acclaim Entertainment,0.31,0.07,0.0,0.0
EyeToy Play 2,PS2,2004,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05
EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.03,0.0
E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01
F-1 Grand Prix,SNES,1992,Racing,Video System,0.0,0.0,0.28,0.0
F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08
F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.19,0.21,0.01,0.08
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03
F/A-18F Super Hornet,GBA,2004,Simulation,Majesco Entertainment,0.2,0.08,0.0,0.01
F1 2000,PS,2000,Racing,Electronic Arts,0.14,0.09,0.0,0.02
F1 2001,PS2,2001,Racing,Electronic Arts,0.07,0.06,0.0,0.02
F1 2002,GBA,2002,Racing,"Destination Software, Inc",0.01,0.01,0.0,0.0
F1 2002,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.02,0.01
F1 2010,PC,2010,Racing,Codemasters,0.0,0.05,0.0,0.01
F1 2011,X360,2011,Racing,Codemasters,0.11,0.51,0.01,0.09
F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0.0,0.03
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.64,0.05,0.25
F1 2012,X360,2012,Racing,Codemasters,0.1,0.35,0.0,0.06
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.45,0.03,0.15
F1 2013,X360,2013,Racing,Codemasters,0.01,0.28,0.0,0.03
F1 2014,X360,2014,Racing,Codemasters,0.08,0.15,0.0,0.02
F1 2015,PC,2015,Racing,Codemasters,0.0,0.04,0.0,0.0
F1 2015,PS4,2015,Racing,Codemasters,0.09,0.44,0.03,0.09
F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02
F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.01,0.07,0.0,0.01
F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0.0,0.01
F1 Pole Position 64,N64,1997,Racing,Ubisoft,0.11,0.13,0.0,0.01
F1 Race,NES,1984,Racing,Nintendo,0.0,0.0,1.52,0.0
FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.0
FIFA 12,PS3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42
FIFA 14,3DS,2013,Sports,Electronic Arts,0.0,0.23,0.0,0.03
FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46
FIFA 15,Wii,2014,Sports,Electronic Arts,0.24,0.46,0.0,0.06
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.41,0.0,0.14
FIFA 16,PC,2015,Sports,Electronic Arts,0.04,0.13,0.0,0.01
FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42
FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0.0,0.13
FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,0.05,0.02,0.0,0.0
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84
FIFA Soccer 07,DS,2006,Sports,Electronic Arts,0.05,0.01,0.0,0.0
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.29,0.52,0.0,0.09
FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.14,0.37,0.0,0.07
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0.0,1.23
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.0,0.14,0.0,0.04
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0.0,0.12
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4
FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0.0,0.03
FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.19,0.02,0.1
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0.0,0.3,0.05,0.12
FIFA Soccer 13,Wii,2012,Action,Electronic Arts,0.19,0.46,0.0,0.08
FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0
FIFA Soccer 2004,GC,2003,Sports,Electronic Arts,0.05,0.01,0.0,0.0
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0.0,0.04
FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0.0,0.01
FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0.0,0.04
FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0.0,0.1
FIFA Street 2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0.0
FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.15,0.39,0.0,0.03
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.09,0.17,0.0,0.05
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38
Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01
Face Racers: Photo Finish,3DS,N/A,Racing,Majesco Entertainment,0.08,0.0,0.0,0.0
Face Training,DS,2007,Misc,Nintendo,0.0,0.0,0.19,0.0
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0
Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02
Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0
Famicom Mini: Adventure Island,GBA,2004,Action,Hudson Soft,0.0,0.0,0.08,0.0
Famicom Mini: Dig Dug,GBA,2004,Puzzle,Namco Bandai Games,0.0,0.0,0.05,0.0
Famicom Mini: Mappy,GBA,2004,Platform,Nintendo,0.0,0.0,0.09,0.0
Famicom Mini: Mario Bros.,GBA,2004,Platform,Nintendo,0.0,0.0,0.08,0.0
Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,0.0,0.0,0.08,0.0
Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0.0,0.02
Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.19,0.0,0.0,0.01
Family Fortunes,Wii,2009,Misc,Mindscape,0.0,0.12,0.0,0.01
Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0.0,0.0,0.01
Family GameShow,Wii,2009,Misc,Zushi Games,0.08,0.0,0.0,0.01
Family Jockey,Wii,2008,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0
Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.09,0.01,0.0,0.01
Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0.0,0.0,0.01
Famista '92,NES,1991,Sports,Namco Bandai Games,0.0,0.0,0.28,0.0
Famista 64,N64,N/A,Sports,Namco Bandai Games,0.0,0.0,0.17,0.03
Famista Returns,3DS,2015,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0.0,0.01
Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01
Fantastic 4,PS2,2005,Action,Activision,0.41,0.01,0.0,0.07
Fantastic 4: Flame On,GBA,2005,Action,Activision,0.2,0.08,0.0,0.01
Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0.0,0.0,0.01
Fantasy Life,3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06
Fantavision,PS2,2000,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04
Far Cry 3,PC,2012,Shooter,Ubisoft,0.21,0.62,0.0,0.14
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.44,0.0,0.08
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.02
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.46,0.32,0.0,0.07
Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0.0,0.0,0.03,0.0
Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0
Farm Frenzy 3,DS,2011,Strategy,Unknown,0.0,0.02,0.0,0.0
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01
Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0.0,0.12,0.0,0.02
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0.0,0.1,0.02,0.04
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.03
Farming Simulator 2014,PSV,2014,Simulation,Focus Home Interactive,0.01,0.0,0.0,0.0
Farming Simulator 2015,PC,2014,Simulation,Focus Home Interactive,0.08,1.02,0.0,0.13
Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0.0,0.05
Farmtopia,DS,2010,Simulation,505 Games,0.18,0.0,0.0,0.01
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0
Fast & Furious: Showdown,PS3,2013,Action,Activision,0.0,0.03,0.0,0.0
Fast & Furious: Showdown,X360,2013,Action,Activision,0.0,0.04,0.0,0.0
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02
Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0.0,0.02
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0
Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0.0,0.0,0.01
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0
Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0.0,0.0,0.08,0.0
Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01
Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01
Ferrari: The Race Experience,Wii,N/A,Racing,System 3 Arcade Software,0.0,0.01,0.0,0.0
Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.51,0.15,0.0,0.02
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.51,0.0,0.19
Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0.0,0.12
Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,0.26,0.06,0.0,0.01
Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0.0,0.01
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0.0,0.02
Fighters Destiny,N64,1998,Fighting,Ocean,0.13,0.03,0.0,0.0
Fighters MEGAMiX,SAT,1996,Fighting,Sega,0.0,0.0,0.62,0.0
Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.31,0.24,0.0,0.06
Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,0.0,0.0,0.02,0.0
Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0.0,0.0,0.38,0.0
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0.0,0.03
Final Fantasy Collection,PS,1999,Role-Playing,Square,0.0,0.0,0.42,0.03
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0.0,0.11,0.01
Final Fantasy I & II,NES,1994,Role-Playing,Square,0.0,0.0,0.11,0.0
Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02
Final Fantasy II,WS,2001,Role-Playing,SquareSoft,0.0,0.0,0.25,0.0
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02
Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16
Final Fantasy VII International,PS,1997,Role-Playing,Square,0.0,0.0,0.59,0.04
Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23
Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,0.0,0.0,0.27,0.0
Final Fantasy XI,PS2,N/A,Role-Playing,Unknown,0.08,0.06,0.15,0.02
Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix,0.0,0.0,0.02,0.0
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0.0,0.01,0.01
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1
Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.27,0.68,0.01,0.2
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04
Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0.0,0.0,0.0
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13
Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,0.0,0.0,0.39,0.0
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.7,0.0
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,0.31,0.03,0.27,0.03
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0.0,0.0,0.12,0.0
Fireblade,PS2,2002,Action,Midway Games,0.09,0.07,0.0,0.02
Fireblade,XB,2002,Action,Midway Games,0.06,0.02,0.0,0.0
Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02
Fishing Master World Tour,Wii,2009,Sports,Hudson Entertainment,0.09,0.0,0.0,0.01
Fit in Six,Wii,2011,Sports,Ubisoft,0.11,0.0,0.0,0.01
FlatOut,PS2,2004,Racing,Empire Interactive,0.19,0.15,0.0,0.05
FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0.0,0.01
FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive,0.0,0.01,0.0,0.0
Flip's Twisted World,Wii,N/A,Platform,Unknown,0.05,0.0,0.0,0.0
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0.0,0.01
Flying Dragon,N64,1997,Fighting,Natsume,0.08,0.02,0.0,0.0
Football Manager 2005,PC,2004,Sports,Sega,0.0,0.01,0.0,0.0
Football Manager 2014,PC,2013,Sports,Sega,0.0,0.6,0.0,0.1
Football Manager 2015,PC,2014,Simulation,Sega,0.0,0.43,0.0,0.05
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0.0,0.28,0.0,0.14
Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,0.04,0.0,0.0,0.0
Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0.0,0.01
Ford Racing 3,DS,2005,Racing,Zoo Digital Publishing,0.09,0.0,0.0,0.01
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0
Ford Racing Off Road,PS2,2008,Racing,Xplosiv,0.1,0.08,0.0,0.03
Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.06,0.4,0.0,0.01
Ford vs. Chevy,XB,2005,Racing,Global Star,0.06,0.02,0.0,0.0
Formula 1 Championship Edition,PS,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02
Fortune Street,Wii,2011,Misc,Nintendo,0.27,0.04,0.17,0.02
Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.15,0.2,0.0,0.03
Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17
Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo,0.0,0.0,0.3,0.0
Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0.0,0.0,0.02
Foto Showdown,DS,2010,Role-Playing,Unknown,0.03,0.0,0.0,0.0
Fox Sports College Hoops '99,N64,1998,Sports,Fox Interactive,0.2,0.05,0.0,0.0
FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,0.06,0.04,0.0,0.01
Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0.0,0.02
Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,0.13,0.0,0.0,0.01
Freekstyle,GBA,2003,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0
Freestyle Metal X,PS2,2003,Racing,Midway Games,0.04,0.03,0.0,0.01
Freestyle Metal X,XB,2003,Racing,Midway Games,0.02,0.0,0.0,0.0
Freeway,2600,1980,Action,Activision,0.32,0.02,0.0,0.0
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,Sports,DSI Games,0.02,0.0,0.0,0.0
Fritz Chess,DS,2009,Strategy,Deep Silver,0.02,0.0,0.0,0.0
Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0.0,0.0
Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0.0,0.02
Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11
Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0.0,0.09
From Russia With Love,PS2,2005,Action,Electronic Arts,0.34,0.01,0.0,0.06
From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0.01,0.0,0.01
From TV Animation One Piece: Grand Battle 2,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.56,0.04
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0
Front Line,2600,1981,Action,Taito,0.22,0.01,0.0,0.0
Front Mission,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0
Front Mission,SNES,1995,Strategy,SquareSoft,0.0,0.0,0.6,0.0
Front Mission 2,PS,1997,Strategy,SquareSoft,0.0,0.0,0.49,0.03
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0.0,0.0,0.0
Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0.0,0.05
Fuel,PS3,2009,Racing,Codemasters,0.08,0.12,0.0,0.05
Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0.0,0.02
Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,0.15,0.12,0.26,0.04
Fullmetal Alchemist: Brotherhood,PSP,N/A,Action,Unknown,0.0,0.0,0.03,0.0
Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0
Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02
Furu Furu Park,Wii,2007,Misc,Taito,0.05,0.0,0.0,0.0
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.08,0.04,0.0,0.01
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,Role-Playing,ChunSoft,0.0,0.0,0.32,0.05
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0.0,0.0,0.04,0.0
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0.0,0.0,0.05,0.0
Futurama,PS2,2003,Platform,SCi,0.04,0.03,0.0,0.01
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,0.0,0.0,0.07,0.0
Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,0.16,0.11,0.0,0.02
Fuun Shinsengumi Bakumatsuden Portable,PSP,2009,Action,From Software,0.01,0.0,0.0,0.0
Fuuraiki 3,PSV,2015,Action,Unknown,0.0,0.0,0.01,0.0
G Darius,PS,1997,Shooter,THQ,0.04,0.03,0.0,0.0
G-Force,PS2,2009,Action,Disney Interactive Studios,0.12,0.01,0.0,0.14
G-Saviour,PS2,2000,Action,Sunrise Interactive,0.0,0.0,0.07,0.0
G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0.0,0.01
G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0.0,0.0,0.03
G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0.0
GRID,PS3,2008,Racing,Codemasters,0.31,0.57,0.03,0.2
GRID 2,PS3,2013,Racing,Codemasters,0.07,0.23,0.01,0.09
GRID 2,X360,2013,Racing,Codemasters,0.08,0.17,0.0,0.03
GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0
GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.11,0.01,0.04
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,0.08,0.03,0.0,0.0
GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,0.05,0.02,0.0,0.0
GT64 Championship Edition,N64,1998,Racing,Ocean,0.08,0.02,0.0,0.0
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0
Galactic Taz Ball,DS,2010,Platform,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01
Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0.0,0.0,0.02,0.0
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0.0,0.0,0.03,0.0
Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01
Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01
Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,0.0,0.0,0.02,0.0
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.36,0.18,0.0,0.05
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01
Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0.0,0.0,0.05,0.0
Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01
Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02
GameBoy Wars,GB,1991,Strategy,Nintendo,0.0,0.0,0.18,0.0
Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,0.0,0.0,1.2,0.0
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0
Gardening Guide: How to get Green Fingers,DS,2009,Misc,Mindscape,0.0,0.01,0.0,0.0
Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.04,0.0,0.01
Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0.0,0.0,0.0
Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,0.03,0.0,0.0,0.0
Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0.0,0.15
Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.2,0.15,0.0,0.05
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0.0,0.01
Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0.0,0.0,0.03,0.0
Gekido,PS,1999,Fighting,Infogrames,0.06,0.04,0.0,0.01
